"_id","timestamp","device_id","screen_status"
"59","1.636798892646E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"60","1.636798903513E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"61","1.636798903517E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"62","1.636798962733E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"63","1.636798964838E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"64","1.636799077545E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"65","1.636799077551E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"66","1.63679930539E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"67","1.636799307349E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"68","1.63679932678E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"69","1.636799326786E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"70","1.636799477903E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"71","1.636799479236E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"72","1.636799516625E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"73","1.636799516634E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"74","1.636799807138E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"75","1.636799807434E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"76","1.636800464417E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"77","1.636800464421E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"78","1.636800587213E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"79","1.636800588476E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"80","1.636800608959E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"81","1.636800608964E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"82","1.636800620381E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"83","1.636800621444E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"84","1.636800631383E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"85","1.636800631391E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"86","1.63680066595E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"87","1.636800668696E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"88","1.636800670967E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"89","1.636800670989E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"90","1.636800677434E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"91","1.636800678589E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"92","1.636800697127E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"93","1.636800697137E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"94","1.636800702815E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"95","1.636800703534E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"96","1.636800714121E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"97","1.63680071413E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"98","1.636800737701E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"99","1.636800738876E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"100","1.636800745005E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"101","1.636800745012E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"102","1.636800767487E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"103","1.636800768507E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"104","1.636800770505E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"105","1.636800770522E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"106","1.636800793297E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"107","1.636800794138E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"108","1.636800825533E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"109","1.63680082554E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"110","1.636800985859E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"111","1.636800988037E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"112","1.63680099141E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"113","1.636800991415E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"114","1.63680101698E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"115","1.636801019211E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"116","1.636801026791E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"117","1.636801026797E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"118","1.636801215451E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"119","1.636801218198E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"120","1.636801362564E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"121","1.636801362573E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"122","1.636801522229E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"123","1.636801524541E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"124","1.636801548349E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"125","1.636801548356E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"126","1.636801646733E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"127","1.636801647834E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"128","1.636801717641E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"129","1.636801717644E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"130","1.636802810942E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"131","1.636802813386E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"132","1.636802851291E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"133","1.636802851298E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"134","1.636803002496E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"135","1.636803003536E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"136","1.636803015313E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"137","1.636803015322E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"138","1.636803054268E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"139","1.636803055349E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"140","1.636803136074E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"141","1.636803136079E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"142","1.636804254633E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"143","1.636804257867E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"144","1.636804585875E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"145","1.636804585883E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"146","1.636805424855E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"147","1.63680542683E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"148","1.636805444988E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"149","1.636805444994E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"150","1.636805485649E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"151","1.636805487857E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"152","1.636805497848E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"153","1.636805497854E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"154","1.6368055723E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"155","1.63680557464E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"156","1.636805579305E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"157","1.636805579311E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"158","1.636805648737E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"159","1.636805650838E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"160","1.636805681601E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"161","1.636805681604E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"162","1.63680636803E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"163","1.636806370388E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"164","1.636806385336E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"165","1.63680638534E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"166","1.636806400591E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"167","1.63680640273E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"168","1.63680654787E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"169","1.636806547888E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"170","1.6368065907E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"171","1.636806593053E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"172","1.636806735044E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"173","1.63680673505E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"174","1.636807363219E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"175","1.636807374045E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"176","1.636807374052E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"177","1.636807665434E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"178","1.636807667712E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"179","1.63680768993E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"180","1.636807689944E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"181","1.636807807196E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"182","1.63680780976E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"183","1.636807849086E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"184","1.636807849091E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"185","1.636808945477E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"186","1.636808947861E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"187","1.63680897364E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"188","1.63680897365E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"189","1.636809039462E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"190","1.636809042325E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"191","1.636809113161E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"192","1.636809113168E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"193","1.636810193071E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"194","1.636810195247E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"195","1.636810202517E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"196","1.636810202523E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"197","1.636810248613E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"198","1.636810251581E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"199","1.636810273536E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"200","1.636810273542E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"201","1.636810306232E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"202","1.636810311813E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"203","1.63681032195E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"204","1.63681032196E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"205","1.636810418904E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"206","1.636810421293E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"207","1.636810444835E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"208","1.636810444839E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"209","1.636810512667E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"210","1.636810514907E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"211","1.636810523723E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"212","1.636810523733E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"213","1.636811349411E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"214","1.636811352339E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"215","1.636811355215E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"216","1.636811355219E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"217","1.636811485966E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"218","1.636811489974E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"219","1.636811585773E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"220","1.63681158579E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"221","1.636812714609E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"222","1.636812718745E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"223","1.636812731865E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"224","1.63681273187E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"225","1.63681278011E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"226","1.636812782254E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"227","1.636812840414E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"228","1.636812840421E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"229","1.636813213273E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"230","1.636813214217E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"231","1.636813272037E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"232","1.636813272041E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"233","1.636813286852E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"234","1.636813289067E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"235","1.636813307507E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"236","1.636813307514E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"237","1.636813433207E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"238","1.636813433819E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"239","1.636813473897E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"240","1.636813473905E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"241","1.636813475601E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"242","1.636813475907E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"243","1.636813495236E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"244","1.636813495242E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"245","1.636814380194E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"246","1.636814382492E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"247","1.636814421573E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"248","1.636814421579E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"249","1.636816353872E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"250","1.636816356097E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"251","1.63681637627E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"252","1.636816376276E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"253","1.63681769989E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"254","1.636817700907E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"255","1.636817702439E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"256","1.636817702451E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"257","1.636817743676E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"258","1.636817744757E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"259","1.636821849117E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"260","1.636821849132E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"261","1.636846903403E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"262","1.63684690342E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"263","1.636846929871E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"264","1.636846930414E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"265","1.636846970226E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"266","1.636846970231E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"267","1.636847051968E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"268","1.636847053318E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"269","1.636847059591E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"270","1.636847059602E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"271","1.636847212996E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"272","1.636847213639E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"273","1.636847217665E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"274","1.636847217674E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"275","1.636847386644E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"276","1.636847387569E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"277","1.636847401042E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"278","1.636847401051E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"279","1.636847408064E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"280","1.636847408668E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"281","1.636847486456E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"282","1.636847486464E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"283","1.636847685158E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"284","1.6368476858E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"285","1.636847689347E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"286","1.636847689356E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"287","1.636847874821E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"288","1.636847875619E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"289","1.63684787985E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"290","1.636847879858E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"291","1.636847967443E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"292","1.636847967983E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"293","1.636847972261E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"294","1.636847972285E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"295","1.636848026321E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"296","1.636848027032E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"297","1.636848030966E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"298","1.636848030973E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"299","1.636848139215E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"300","1.63684813996E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"301","1.636848141492E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"302","1.636848141498E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"303","1.636848192503E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"304","1.636848193258E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"305","1.636848195342E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"306","1.63684819535E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"307","1.636848214988E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"308","1.63684821553E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"309","1.636848224019E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"310","1.636848224026E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"311","1.63684823061E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"312","1.636848231159E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"313","1.636848235544E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"314","1.63684823555E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"315","1.636848323044E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"316","1.636848323906E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"317","1.63684832757E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"318","1.636848327576E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"319","1.636848359376E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"320","1.636848360049E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
"321","1.636848418786E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","0"
"322","1.636848418791E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","2"
"323","1.636848423765E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","3"
"324","1.636848424382E12","50333be4-0617-4fbb-a5a7-4d72bfa0405b","1"
